astro-ph Sync 10 100 10
FISV 
SSSV 
SSHSV , 7.60, 7.60, 0.60, 7.50, 2.50, 6.50, 1.20, 4.10, 0.40, 6.70, 6.10, 0.50, 1.70, 2.00, 3.50, 1.80, 3.90, 5.00, 4.00, 1.20, 1.80, 1.60, 3.20, 0.70, 4.80, 8.70, 0.80, 0.10, 3.10, 3.90, 4.30, 7.00, 2.40, 0.30, 1.60, 7.50, 0.40, 4.40, 2.90, 0.70, 3.10, 1.90, 3.00, 0.60, 1.60, 0.30, 1.20, 1.00, 4.70, 0.80, 2.80, 0.30, 2.60, 4.30, 0.40, 11.20, 0.90, 2.70, 1.30, 4.10, 6.20, 3.40, 3.60, 3.80, 4.20, 0.30, 3.90, 3.20, 3.00, 18.60, 2.30, 0.30, 2.90, 4.90, 5.60, 2.80, 1.40, 1.80, 9.00, 4.80, 2.40, 3.30, 2.40, 0.10, 1.80, 1.50, 1.80, 7.80, 0.50, 0.10, 4.70, 10.00, 1.20, 2.10, 5.10, 0.20, 3.20, 1.50, 8.80, 0.80
TMSV , 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00

