astro-ph Sync 11 100 10
FISV 
SSSV , 4.30, 4.30, 9.60, 15.70, 8.70, 4.40, 17.10, 4.20, 13.90, 4.20, 5.80, 15.70, 4.30, 16.90, 4.20, 2.10, 3.90, 7.40, 8.40, 2.20, 14.20, 5.70, 16.90, 9.00, 15.00, 4.60, 9.20, 18.50, 5.80, 19.00, 17.20, 4.40, 11.80, 15.50, 4.20, 12.50, 4.90
SSHSV , 0.00, 0.00, 0.30, 1.30, 1.50, 0.90, 0.80, 0.30, 0.10, 1.40, 0.30, 0.50, 0.60, 0.10, 0.30, 0.70, 0.10, 1.30, 0.00, 0.20, 0.00, 0.90, 1.50, 0.30, 1.60, 0.80, 0.20, 0.00, 0.00, 0.20, 0.10, 0.30, 0.30, 0.00, 0.20, 0.70, 0.80, 0.60, 0.20, 0.00, 0.30, 0.00, 0.00, 0.00, 0.10, 1.50, 0.30, 0.00, 0.00, 0.20, 0.20, 0.00, 0.60, 0.70, 1.10, 0.80, 0.00, 1.70, 0.60, 0.20, 0.30, 2.40, 0.10, 0.20, 0.00, 0.30, 0.40, 1.20, 1.50, 0.50, 0.20, 0.70, 0.00, 0.20, 0.20, 0.80, 0.00, 0.60, 0.90, 0.00, 0.60, 0.10, 0.30, 0.00, 0.60, 0.10, 0.90, 0.50, 0.50, 1.30, 1.20, 0.90, 0.40, 0.10, 0.00, 1.90, 2.30, 0.70, 0.50, 0.00
TMSV , 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
