6.06E-03,6.71E-03,10.73
6.68E+00,7.51E+00,12.43
7.06E-02,8.37E-02,18.56
3.52E-01,4.37E-01,24.15
2.82E-01,3.32E-01,17.73
1.14E-01,1.39E-01,21.93
1.38E-02,1.57E-02,13.77
8.45E-01,9.69E-01,14.67
9.11E-01,1.09E+00,19.65
8.31E-01,9.42E-01,13.36
3.30E-02,3.67E-02,11.21
4.00E-01,4.04E-01,1.00
1.57E+01,1.85E+01,17.83
1.80E-02,2.05E-02,13.89
3.73E+00,4.49E+00,20.38
