0, 5-scale20, 6, 1.018530e-01, 1.045364e-01, 2.374492e-01, 1.601576e-02, 48860869, 49967354, 10245301, 1004748, 19368
1, 5-scale20, 6, 1.336091e-01, 1.353533e-01, 2.260668e-01, 1.694848e-02, 48860869, 51724123, 10056743, 2762010, 14916
2, 5-scale20, 6, 1.335226e-01, 1.351467e-01, 2.261428e-01, 1.679429e-02, 48860869, 51714746, 9971261, 2751851, 12807
3, 5-scale20, 6, 1.323414e-01, 1.339756e-01, 2.249364e-01, 1.668905e-02, 48860869, 51627108, 9895619, 2664015, 10979
4, 5-scale20, 6, 1.176025e-01, 1.193488e-01, 2.082920e-01, 1.638943e-02, 48860869, 50509043, 9907027, 1546215, 11068
5, 5-scale20, 6, 1.013882e-01, 1.033537e-01, 1.868161e-01, 1.599710e-02, 48860869, 49005467, 9827435, 42371, 8931
6, 5-scale20, 6, 1.009304e-01, 1.029032e-01, 1.862277e-01, 1.601109e-02, 48860869, 48971155, 9829865, 8947, 8947
0, 5-scale20, 8, 1.042236e-01, 1.045411e-01, 2.053588e-01, 1.340255e-02, 48860869, 49886153, 9644631, 999830, 4959
1, 5-scale20, 8, 1.354838e-01, 1.353365e-01, 1.955983e-01, 1.560458e-02, 48860869, 51645385, 9597229, 2759102, 3834
2, 5-scale20, 8, 1.353720e-01, 1.352853e-01, 1.949834e-01, 1.551447e-02, 48860869, 51639982, 9570767, 2753639, 3208
3, 5-scale20, 8, 1.342217e-01, 1.340971e-01, 1.936921e-01, 1.548179e-02, 48860869, 51552017, 9554225, 2665534, 2813
4, 5-scale20, 8, 1.194123e-01, 1.195307e-01, 1.775357e-01, 1.527256e-02, 48860869, 50415604, 9558975, 1529384, 2878
5, 5-scale20, 8, 1.035761e-01, 1.035824e-01, 1.576637e-01, 1.513698e-02, 48860869, 48919496, 9533903, 32692, 2222
6, 5-scale20, 8, 1.032441e-01, 1.030534e-01, 1.572653e-01, 1.522042e-02, 48860869, 48888792, 9535711, 2257, 2257
0, gra, 10, 1.048955e-01, 1.044229e-01, 1.977229e-01, 1.263078e-02, 48860869, 49866114, 9490635, 998650, 1286
1, gra, 10, 1.358088e-01, 1.354085e-01, 1.876091e-01, 1.538842e-02, 48860869, 51625756, 9475991, 2758545, 925
2, gra, 10, 1.356764e-01, 1.352481e-01, 1.871018e-01, 1.538003e-02, 48860869, 51621280, 9472313, 2754069, 841
3, gra, 10, 1.345575e-01, 1.342008e-01, 1.858400e-01, 1.541778e-02, 48860869, 51532886, 9466135, 2665841, 685
4, gra, 10, 1.199150e-01, 1.195645e-01, 1.694885e-01, 1.511365e-02, 48860869, 50389075, 9467003, 1521810, 709
5, gra, 10, 1.042184e-01, 1.035840e-01, 1.503116e-01, 1.511724e-02, 48860869, 48897012, 9459377, 29809, 513
6, gra, 10, 1.038880e-01, 1.033647e-01, 1.500517e-01, 1.510704e-02, 48860869, 48868012, 9462563, 578, 578
0, 5-scale20, 12, 1.055138e-01, 1.043162e-01, 1.958030e-01, 1.247827e-02, 48860869, 49860820, 9450273, 998300, 311
1, 5-scale20, 12, 1.363433e-01, 1.352930e-01, 1.853411e-01, 1.556340e-02, 48860869, 51620822, 9447097, 2758342, 239
2, 5-scale20, 12, 1.363108e-01, 1.351840e-01, 1.851249e-01, 1.552820e-02, 48860869, 51616680, 9445739, 2754133, 209
3, 5-scale20, 12, 1.351168e-01, 1.340406e-01, 1.840381e-01, 1.559500e-02, 48860869, 51528602, 9443221, 2666138, 143
4, 5-scale20, 12, 1.204758e-01, 1.193840e-01, 1.674963e-01, 1.523804e-02, 48860869, 50383635, 9445133, 1521144, 187
5, 5-scale20, 12, 1.048091e-01, 1.037503e-01, 1.485936e-01, 1.542262e-02, 48860869, 48891729, 9443771, 29318, 150
6, 5-scale20, 12, 1.046013e-01, 1.030052e-01, 1.480194e-01, 1.540284e-02, 48860869, 48862726, 9443569, 147, 147
0, 5-scale20, 14, 1.049120e-01, 1.042772e-01, 1.953083e-01, 1.252218e-02, 48860869, 49859529, 9441099, 998247, 95
1, 5-scale20, 14, 1.359492e-01, 1.351720e-01, 1.847239e-01, 1.592485e-02, 48860869, 51619598, 9440123, 2758335, 70
2, 5-scale20, 14, 1.358557e-01, 1.351678e-01, 1.844702e-01, 1.587019e-02, 48860869, 51615485, 9439231, 2754196, 49
3, 5-scale20, 14, 1.347372e-01, 1.340821e-01, 1.833773e-01, 1.595303e-02, 48860869, 51527474, 9438595, 2666173, 36
4, 5-scale20, 14, 1.200759e-01, 1.196400e-01, 1.668946e-01, 1.562128e-02, 48860869, 50382007, 9439559, 1520751, 55
5, 5-scale20, 14, 1.043352e-01, 1.036095e-01, 1.482151e-01, 1.563998e-02, 48860869, 48890394, 9438979, 29139, 40
6, 5-scale20, 14, 1.041654e-01, 1.028682e-01, 1.476541e-01, 1.567843e-02, 48860869, 48861341, 9438681, 34, 34
0, 5-scale20, 16, 1.033008e-01, 1.043146e-01, 1.948649e-01, 1.255644e-02, 48860869, 49859205, 9438259, 998222, 26
1, 5-scale20, 16, 1.347002e-01, 1.352526e-01, 1.843227e-01, 1.603228e-02, 48860869, 51619284, 9437741, 2758309, 13
2, 5-scale20, 16, 1.346576e-01, 1.352320e-01, 1.847204e-01, 1.600023e-02, 48860869, 51615164, 9437627, 2754215, 10
3, 5-scale20, 16, 1.334803e-01, 1.339818e-01, 1.833577e-01, 1.603994e-02, 48860869, 51527151, 9437705, 2666188, 13
4, 5-scale20, 16, 1.186610e-01, 1.197009e-01, 1.670917e-01, 1.566766e-02, 48860869, 50381650, 9437743, 1520692, 13
5, 5-scale20, 16, 1.027858e-01, 1.035195e-01, 1.479556e-01, 1.569686e-02, 48860869, 48890086, 9437745, 29104, 13
6, 5-scale20, 16, 1.028853e-01, 1.029169e-01, 1.475048e-01, 1.569552e-02, 48860869, 48861005, 9437867, 14, 14
0, 5-scale20, 18, 1.033915e-01, 1.043657e-01, 1.944430e-01, 1.259306e-02, 48860869, 49859122, 9437593, 998219, 10
1, 5-scale20, 18, 1.346940e-01, 1.352905e-01, 1.838774e-01, 1.603770e-02, 48860869, 51619212, 9437281, 2758318, 2
2, 5-scale20, 18, 1.347318e-01, 1.352093e-01, 1.839683e-01, 1.600903e-02, 48860869, 51615126, 9437361, 2754230, 4
3, 5-scale20, 18, 1.335558e-01, 1.343098e-01, 1.827907e-01, 1.604495e-02, 48860869, 51527076, 9437289, 2666188, 2
4, 5-scale20, 18, 1.188177e-01, 1.194473e-01, 1.664683e-01, 1.562284e-02, 48860869, 50381560, 9437345, 1520671, 4
5, 5-scale20, 18, 1.031449e-01, 1.033948e-01, 1.475216e-01, 1.558182e-02, 48860869, 48889981, 9437245, 29091, 1
6, 5-scale20, 18, 1.027041e-01, 1.029004e-01, 1.470648e-01, 1.558771e-02, 48860869, 48860889, 9437235, 1, 1
