0, citationCiteseer, 9, 1.448815e-02, 1.527080e-02, 2.653849e+00, 2.950934e-03, 5969068, 6192555, 2424404
1, citationCiteseer, 9, 2.245893e-02, 2.384388e-02, 2.656630e+00, 2.863005e-03, 5969068, 6371617, 2425546
2, citationCiteseer, 9, 2.207690e-02, 2.323815e-02, 2.655512e+00, 2.862655e-03, 5969068, 6328685, 2428314
3, citationCiteseer, 9, 2.150636e-02, 2.263982e-02, 2.655067e+00, 2.845472e-03, 5969068, 6301838, 2430796
4, citationCiteseer, 9, 2.091760e-02, 2.158431e-02, 2.654430e+00, 2.846312e-03, 5969068, 6254507, 2430248
5, citationCiteseer, 9, 1.973568e-02, 2.054297e-02, 2.653328e+00, 2.825288e-03, 5969068, 6198553, 2428448
6, citationCiteseer, 9, 1.715043e-02, 1.786365e-02, 2.651301e+00, 2.801892e-03, 5969068, 6094739, 2426446
7, citationCiteseer, 9, 1.490120e-02, 1.545155e-02, 2.650032e+00, 2.823124e-03, 5969068, 6012073, 2426418
8, citationCiteseer, 9, 1.400988e-02, 1.462421e-02, 2.649379e+00, 2.797562e-03, 5969068, 5987049, 2430354
9, citationCiteseer, 9, 1.363777e-02, 1.442732e-02, 2.648925e+00, 2.799727e-03, 5969068, 5978712, 2429826
10, citationCiteseer, 9, 1.353014e-02, 1.431397e-02, 2.649011e+00, 2.785129e-03, 5969068, 5975312, 2427898
11, citationCiteseer, 9, 1.348125e-02, 1.413706e-02, 2.648810e+00, 2.817397e-03, 5969068, 5973399, 2431306
12, citationCiteseer, 9, 1.347706e-02, 1.413406e-02, 2.649226e+00, 2.785131e-03, 5969068, 5972514, 2427842
13, citationCiteseer, 9, 1.349348e-02, 1.416744e-02, 2.648612e+00, 2.788484e-03, 5969068, 5972007, 2427322
14, citationCiteseer, 9, 1.337928e-02, 1.419280e-02, 2.648507e+00, 2.775840e-03, 5969068, 5971739, 2430312
15, citationCiteseer, 9, 1.338103e-02, 1.412477e-02, 2.648560e+00, 2.761034e-03, 5969068, 5971494, 2425806
16, citationCiteseer, 9, 1.345897e-02, 1.409991e-02, 2.648840e+00, 2.798469e-03, 5969068, 5971412, 2425466
17, citationCiteseer, 9, 1.344186e-02, 1.407923e-02, 2.652816e+00, 2.858114e-03, 5969068, 5971405, 2428624
18, citationCiteseer, 9, 1.339632e-02, 1.416751e-02, 2.648031e+00, 2.785270e-03, 5969068, 5971224, 2426526
19, citationCiteseer, 9, 1.336748e-02, 1.414384e-02, 2.647962e+00, 2.758733e-03, 5969068, 5971217, 2427326
20, citationCiteseer, 9, 1.337537e-02, 1.406708e-02, 2.647904e+00, 2.726744e-03, 5969068, 5971129, 2424326
21, citationCiteseer, 9, 1.344717e-02, 1.407302e-02, 2.650038e+00, 2.738406e-03, 5969068, 5971185, 2428760
22, citationCiteseer, 9, 1.346072e-02, 1.415983e-02, 2.647915e+00, 2.740643e-03, 5969068, 5971112, 2429382
0, citationCiteseer, 10, 1.442565e-02, 1.519341e-02, 2.653385e+00, 2.955753e-03, 5969068, 6191574, 2420950
1, citationCiteseer, 10, 2.236318e-02, 2.404335e-02, 2.655849e+00, 2.844775e-03, 5969068, 6370500, 2422092
2, citationCiteseer, 10, 2.204750e-02, 2.338258e-02, 2.655074e+00, 2.849803e-03, 5969068, 6327686, 2423404
3, citationCiteseer, 10, 2.133204e-02, 2.267083e-02, 2.654688e+00, 2.853925e-03, 5969068, 6300809, 2424176
4, citationCiteseer, 10, 2.065870e-02, 2.188539e-02, 2.653806e+00, 2.830037e-03, 5969068, 6253408, 2424036
5, citationCiteseer, 10, 1.964929e-02, 2.060150e-02, 2.652737e+00, 2.823263e-03, 5969068, 6197394, 2427234
6, citationCiteseer, 10, 1.696117e-02, 1.783984e-02, 2.651007e+00, 2.823335e-03, 5969068, 6093444, 2422002
7, citationCiteseer, 10, 1.476787e-02, 1.561714e-02, 2.649321e+00, 2.825849e-03, 5969068, 6010971, 2423782
8, citationCiteseer, 10, 1.396993e-02, 1.477220e-02, 2.648595e+00, 2.788694e-03, 5969068, 5985948, 2421930
9, citationCiteseer, 10, 1.368505e-02, 1.437599e-02, 2.648389e+00, 2.799101e-03, 5969068, 5977681, 2423006
10, citationCiteseer, 10, 1.347399e-02, 1.427570e-02, 2.648036e+00, 2.808388e-03, 5969068, 5974080, 2424464
11, citationCiteseer, 10, 1.338452e-02, 1.425146e-02, 2.648694e+00, 2.815583e-03, 5969068, 5972271, 2419968
12, citationCiteseer, 10, 1.343341e-02, 1.427737e-02, 2.648464e+00, 2.795815e-03, 5969068, 5971400, 2421402
13, citationCiteseer, 10, 1.342552e-02, 1.417457e-02, 2.647926e+00, 2.796166e-03, 5969068, 5971018, 2420940
14, citationCiteseer, 10, 1.341330e-02, 1.414314e-02, 2.647992e+00, 2.807482e-03, 5969068, 5970660, 2427868
15, citationCiteseer, 10, 1.331405e-02, 1.415040e-02, 2.647998e+00, 2.772770e-03, 5969068, 5970458, 2421336
16, citationCiteseer, 10, 1.331678e-02, 1.419245e-02, 2.647675e+00, 2.782615e-03, 5969068, 5970374, 2422010
17, citationCiteseer, 10, 1.338040e-02, 1.419273e-02, 2.647915e+00, 2.771932e-03, 5969068, 5970300, 2420728
18, citationCiteseer, 10, 1.338201e-02, 1.410549e-02, 2.647700e+00, 2.975656e-03, 5969068, 5970155, 2420580
19, citationCiteseer, 10, 1.335218e-02, 1.413043e-02, 2.647863e+00, 2.775631e-03, 5969068, 5970151, 2423020
20, citationCiteseer, 10, 1.332111e-02, 1.416779e-02, 2.647734e+00, 2.774024e-03, 5969068, 5970090, 2422150
21, citationCiteseer, 10, 1.329471e-02, 1.420362e-02, 2.647919e+00, 2.772141e-03, 5969068, 5970199, 2422220
22, citationCiteseer, 10, 1.337565e-02, 1.411576e-02, 2.647942e+00, 2.802031e-03, 5969068, 5970160, 2420550
