0, G_n_pin_pout, 6, 4.172100e-03, 4.323212e-03, 1.022616e-02, 5.324380e-04, 2504797, 2675290, 953609, 162955, 2631
1, G_n_pin_pout, 6, 5.235963e-03, 5.360999e-03, 8.206051e-03, 4.788990e-04, 2504797, 2719034, 931177, 206773, 1538
2, G_n_pin_pout, 6, 5.192455e-03, 5.301718e-03, 8.149934e-03, 4.680370e-04, 2504797, 2718951, 926915, 206460, 1341
3, G_n_pin_pout, 6, 5.085244e-03, 5.197530e-03, 8.063293e-03, 4.637600e-04, 2504797, 2708679, 923087, 196322, 1146
4, G_n_pin_pout, 6, 4.661864e-03, 4.766325e-03, 7.705765e-03, 4.421060e-04, 2504797, 2674376, 919515, 162074, 973
5, G_n_pin_pout, 6, 3.249063e-03, 3.309837e-03, 6.559322e-03, 3.961870e-04, 2504797, 2568110, 913071, 55826, 618
6, G_n_pin_pout, 6, 2.680298e-03, 2.706863e-03, 6.099257e-03, 3.874110e-04, 2504797, 2513284, 910937, 1061, 499
7, G_n_pin_pout, 6, 2.681109e-03, 2.686191e-03, 6.091402e-03, 3.853000e-04, 2504797, 2512800, 910215, 464, 464
0, G_n_pin_pout, 8, 4.165782e-03, 4.348037e-03, 8.960116e-03, 4.346850e-04, 2504797, 2667530, 913573, 160863, 669
1, G_n_pin_pout, 8, 5.216031e-03, 5.356454e-03, 7.499755e-03, 4.137170e-04, 2504797, 2713296, 908263, 206660, 409
2, G_n_pin_pout, 8, 5.187286e-03, 5.304165e-03, 7.450938e-03, 4.080420e-04, 2504797, 2713402, 905953, 206680, 301
3, G_n_pin_pout, 8, 5.083294e-03, 5.194480e-03, 7.360264e-03, 4.073380e-04, 2504797, 2703125, 905771, 196377, 299
4, G_n_pin_pout, 8, 4.651836e-03, 4.765581e-03, 7.000359e-03, 4.021020e-04, 2504797, 2668543, 904973, 161786, 243
5, G_n_pin_pout, 8, 3.244703e-03, 3.304052e-03, 5.813606e-03, 3.727250e-04, 2504797, 2561157, 903131, 54425, 155
6, G_n_pin_pout, 8, 2.674850e-03, 2.699109e-03, 5.376230e-03, 3.725040e-04, 2504797, 2507328, 903013, 651, 138
7, G_n_pin_pout, 8, 2.663927e-03, 2.685738e-03, 5.344431e-03, 3.783710e-04, 2504797, 2506703, 902803, 127, 127
0, G_n_pin_pout, 10, 4.167420e-03, 4.325860e-03, 8.696171e-03, 4.069810e-04, 2504797, 2665615, 903541, 160331, 175
1, G_n_pin_pout, 10, 5.235672e-03, 5.369348e-03, 7.313401e-03, 3.958240e-04, 2504797, 2711974, 901833, 206733, 87
2, G_n_pin_pout, 10, 5.198801e-03, 5.329829e-03, 7.276123e-03, 3.969060e-04, 2504797, 2711979, 902041, 206736, 101
3, G_n_pin_pout, 10, 5.084039e-03, 5.216397e-03, 7.179685e-03, 3.965710e-04, 2504797, 2701679, 901423, 196420, 70
4, G_n_pin_pout, 10, 4.658493e-03, 4.788223e-03, 6.823264e-03, 3.886300e-04, 2504797, 2667057, 901457, 161756, 67
5, G_n_pin_pout, 10, 3.241324e-03, 3.320018e-03, 5.630490e-03, 3.666890e-04, 2504797, 2559333, 900793, 54091, 36
6, G_n_pin_pout, 10, 2.673491e-03, 2.699014e-03, 5.078988e-03, 3.687290e-04, 2504797, 2505812, 900621, 533, 29
7, G_n_pin_pout, 10, 2.665191e-03, 2.693202e-03, 5.128825e-03, 3.675730e-04, 2504797, 2505285, 900903, 40, 40
0, G_n_pin_pout, 12, 4.162342e-03, 4.335424e-03, 8.536750e-03, 4.013570e-04, 2504797, 2665120, 900637, 160197, 31
1, G_n_pin_pout, 12, 5.239869e-03, 5.358595e-03, 7.265061e-03, 3.954390e-04, 2504797, 2711639, 900527, 206710, 26
2, G_n_pin_pout, 12, 5.191477e-03, 5.322754e-03, 7.226144e-03, 3.922030e-04, 2504797, 2711667, 900303, 206748, 14
3, G_n_pin_pout, 12, 5.098528e-03, 5.209000e-03, 7.139619e-03, 3.948950e-04, 2504797, 2701359, 900301, 196452, 15
4, G_n_pin_pout, 12, 4.688915e-03, 4.786355e-03, 6.775879e-03, 3.851260e-04, 2504797, 2666667, 900201, 161749, 9
5, G_n_pin_pout, 12, 3.240624e-03, 3.340585e-03, 5.579845e-03, 3.657300e-04, 2504797, 2558976, 900267, 54049, 12
6, G_n_pin_pout, 12, 2.674735e-03, 2.712085e-03, 5.030310e-03, 3.710140e-04, 2504797, 2505443, 900205, 510, 8
7, G_n_pin_pout, 12, 2.677697e-03, 2.691486e-03, 5.039546e-03, 3.673940e-04, 2504797, 2504947, 900125, 6, 6
0, G_n_pin_pout, 14, 4.175758e-03, 4.331534e-03, 8.509617e-03, 4.050440e-04, 2504797, 2664999, 900159, 160167, 7
1, G_n_pin_pout, 14, 5.240561e-03, 5.349858e-03, 7.260555e-03, 3.918540e-04, 2504797, 2711549, 900095, 206719, 5
2, G_n_pin_pout, 14, 5.197332e-03, 5.303638e-03, 7.224089e-03, 3.911250e-04, 2504797, 2711570, 900129, 206747, 5
3, G_n_pin_pout, 14, 5.091877e-03, 5.190554e-03, 7.131240e-03, 3.964230e-04, 2504797, 2701258, 900071, 196446, 3
4, G_n_pin_pout, 14, 4.657954e-03, 4.772075e-03, 6.761901e-03, 3.898570e-04, 2504797, 2666569, 900109, 161737, 5
5, G_n_pin_pout, 14, 3.248751e-03, 3.302783e-03, 5.563971e-03, 3.752650e-04, 2504797, 2558864, 900125, 54040, 5
6, G_n_pin_pout, 14, 2.674026e-03, 2.709710e-03, 5.020151e-03, 3.679410e-04, 2504797, 2505330, 900033, 502, 1
7, G_n_pin_pout, 14, 2.674900e-03, 2.696044e-03, 5.011972e-03, 3.749130e-04, 2504797, 2504832, 900083, 3, 3
0, G_n_pin_pout, 16, 4.196320e-03, 4.351879e-03, 8.526356e-03, 3.998110e-04, 2504797, 2664969, 900031, 160161, 1
1, G_n_pin_pout, 16, 5.249573e-03, 5.372942e-03, 7.259915e-03, 3.917910e-04, 2504797, 2711526, 900021, 206713, 1
2, G_n_pin_pout, 16, 5.212310e-03, 5.327766e-03, 7.215259e-03, 3.981930e-04, 2504797, 2711554, 900043, 206749, 2
3, G_n_pin_pout, 16, 5.117038e-03, 5.222554e-03, 7.158965e-03, 3.907490e-04, 2504797, 2701247, 900049, 196444, 2
4, G_n_pin_pout, 16, 4.674683e-03, 4.778881e-03, 6.755298e-03, 3.838040e-04, 2504797, 2666550, 900009, 161745, 0
5, G_n_pin_pout, 16, 3.243965e-03, 3.313941e-03, 5.559188e-03, 3.636510e-04, 2504797, 2558839, 900025, 54031, 1
6, G_n_pin_pout, 16, 2.675586e-03, 2.737770e-03, 5.011758e-03, 3.820120e-04, 2504797, 2505309, 900009, 501, 0
7, G_n_pin_pout, 16, 2.669661e-03, 2.690606e-03, 5.005577e-03, 3.652470e-04, 2504797, 2504804, 900027, 1, 1
0, G_n_pin_pout, 18, 4.176959e-03, 4.318251e-03, 8.645220e-03, 3.985260e-04, 2504797, 2664958, 900031, 160159, 1
1, G_n_pin_pout, 18, 5.236163e-03, 5.357884e-03, 7.259775e-03, 3.990190e-04, 2504797, 2711510, 900009, 206711, 0
2, G_n_pin_pout, 18, 5.190194e-03, 5.306712e-03, 7.219977e-03, 3.899860e-04, 2504797, 2711550, 900009, 206751, 0
3, G_n_pin_pout, 18, 5.103122e-03, 5.197439e-03, 7.124328e-03, 4.102710e-04, 2504797, 2701248, 900009, 196449, 0
4, G_n_pin_pout, 18, 4.670357e-03, 4.768374e-03, 6.757729e-03, 3.879320e-04, 2504797, 2666542, 900025, 161744, 1
5, G_n_pin_pout, 18, 3.257884e-03, 3.304441e-03, 5.561388e-03, 3.649020e-04, 2504797, 2558829, 900051, 54031, 2
6, G_n_pin_pout, 18, 2.675795e-03, 2.701772e-03, 5.010991e-03, 3.643500e-04, 2504797, 2505302, 900009, 501, 0
7, G_n_pin_pout, 18, 2.664317e-03, 2.688068e-03, 5.007322e-03, 3.735360e-04, 2504797, 2504801, 900009, 0, 0
